Team,Opponent,Result,Turnovers,TotalRebounds,OffensiveRebounds,DefensiveReboundsThreePointersAttempted,ThreePointersMade,ThreePointerPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowPercentageFieldGoalsAttempted,FieldGoalsMade,FieldGoalPercentage,Assists,Steals,Blocks,PersonalFouls
ATL,WAS,W,12,34,11,23,19,12,0.632,38,34,0.895,83,46,0.554,29,13,2,23
BOS,ATL,W,14,42,15,27,24,10,0.417,41,35,0.854,89,46,0.517,26,13,5,27
MEM,ATL,W,21,43,12,31,22,9,0.409,46,33,0.717,93,47,0.505,27,9,8,35
ATL,MEM,L,13,49,18,31,21,6,0.286,50,45,0.9,100,41,0.41,20,14,3,36
ATL,BOS,L,18,40,14,26,28,12,0.429,30,24,0.8,91,48,0.527,32,8,2,26
SAC,SEA,W,16,47,10,37,23,12,0.522,15,14,0.933,89,52,0.584,37,10,3,16
ATL,NJN,W,10,35,11,24,25,17,0.68,21,18,0.857,80,47,0.588,30,10,5,20
DAL,SAC,W,12,45,13,32,20,8,0.4,18,15,0.833,96,52,0.542,32,9,4,27
SAC,BOS,W,17,44,10,34,30,16,0.533,28,17,0.607,84,47,0.56,37,2,4,28
MIL,ORL,W,13,43,8,35,17,9,0.529,31,24,0.774,84,47,0.56,32,10,8,18
DAL,NYK,W,8,44,11,33,29,12,0.414,19,15,0.789,101,50,0.495,30,9,2,19
DAL,UTA,W,7,49,16,33,23,9,0.391,31,26,0.839,89,46,0.517,28,10,4,23
DAL,CLE,W,13,46,17,29,10,6,0.6,30,22,0.733,90,49,0.544,23,12,6,23
BOS,SEA,W,22,47,10,37,18,8,0.444,34,28,0.824,78,45,0.577,25,11,7,19
MIA,ATL,W,18,45,13,32,13,10,0.769,22,19,0.864,81,48,0.593,30,8,8,20
SAC,LAC,W,9,37,8,29,17,10,0.588,22,17,0.773,87,49,0.563,38,10,5,19
DAL,PHI,W,6,58,21,37,23,5,0.217,33,24,0.727,113,48,0.425,37,4,5,20
DAL,NOH,W,15,45,17,28,19,9,0.474,10,8,0.8,93,54,0.581,40,9,7,22
SAC,MIN,W,14,41,17,24,14,9,0.643,28,24,0.857,92,46,0.5,29,9,3,19
DAL,PHX,W,15,42,10,32,24,10,0.417,17,14,0.824,82,50,0.61,37,8,6,13
DEN,SEA,W,12,42,18,24,12,5,0.417,34,27,0.794,91,46,0.505,33,10,9,22
WAS,ATL,L,20,33,10,23,22,12,0.545,29,22,0.759,82,45,0.549,32,3,6,25
SAC,MIL,W,11,35,10,25,23,9,0.391,30,25,0.833,78,45,0.577,39,8,3,17
ORL,BOS,W,12,38,14,24,27,10,0.37,32,24,0.75,92,45,0.489,26,9,3,24
DAL,CHI,W,8,49,13,36,16,6,0.375,30,24,0.8,89,47,0.528,29,5,3,18
SEA,LAC,W,12,42,11,31,26,9,0.346,29,23,0.793,86,46,0.535,27,7,3,23
